ticker,cluster_date,n_insiders,has_ceo,has_cfo,dd_52w,abnormal_5d
BLFS,2023-08-09,4,False,False,-50.898879093387926,-4.632543447341611
IOBT,2023-08-09,5,False,False,,12.33506144239669
EMBC,2023-08-10,3,True,True,-40.37978620876075,-8.845455563609935
BVS,2023-08-10,3,False,False,-49.66960121078829,-14.713868393009202
TNGX,2023-08-11,5,False,False,-7.965681748589937,1.875569897697804
XPOF,2023-08-11,6,True,False,-35.94317000863957,0.8341108716455143
ALTG,2023-08-14,3,False,False,-26.712557432371387,-3.079245155580507
HTLD,2023-08-15,5,True,False,-12.460193665850417,-1.4257807683909094
BRN,2023-08-15,3,False,False,-18.640535921259648,1.087987318518182
TSHA,2023-08-16,4,True,False,-51.01523046907099,16.540262891972716
HQI,2023-08-16,3,True,False,-38.350862521084636,2.217395133211638
HHH,2023-08-16,3,False,False,-15.956492483079499,0.5732467986098653
SKIN,2023-08-16,3,True,True,-55.98539931562381,5.721583480247533
SSKN,2023-08-16,5,True,True,-56.39097663490789,10.524116519483565
FNKO,2023-08-16,3,False,True,-78.4035662163737,10.527219127866925
FWRD,2023-08-17,4,True,False,-46.969610613349566,5.438692054723734
HASI,2023-08-18,3,True,True,-47.180605607607696,4.168684354163273
ANTX,2023-08-18,5,False,False,-43.99799244609465,8.365676447637133
MRCY,2023-08-18,4,True,False,-33.2087565464762,3.3030502063562257
RRGB,2023-08-22,3,True,False,-33.58925119360302,-2.6276713027262844
PIII,2023-08-24,4,False,False,-77.6984126984127,40.08681133268523
SOWG,2023-08-25,4,True,True,-14.28571428571429,-1.9039712297038065
CCIF,2023-08-28,5,False,False,-6.334101556547555,-5.177506206964504
RM,2023-08-28,8,False,False,-21.87506090639858,-5.3046005034505495
INBX,2023-08-28,6,False,False,,37.17053125189157
SPRY,2023-08-29,9,False,False,-22.17343117690219,4.859533081439427
DCOM,2023-08-30,8,False,False,-38.274107060503496,-1.969722893825916
STAA,2023-09-05,4,False,False,-56.65736995905141,8.741930401444247
RMAX,2023-09-06,3,False,False,-36.07627511606035,-1.5272682428212097
MGNX,2023-09-07,3,False,False,-29.97347166417308,-6.359816320982786
TSNDF,2023-09-08,4,True,False,-2.6785688626827175,-2.8358391036703576
SWX,2023-09-08,3,False,False,-23.04631098197586,4.754766692926306
ASPS,2023-09-08,3,True,True,-77.17078684330829,11.027971422023024
DNTH,2023-09-11,3,False,False,-62.76595798646125,18.723753739058
OLMA,2023-09-12,11,False,False,-5.599369251254371,5.223787067904262
SFBC,2023-09-14,6,False,False,-16.052591882179502,3.134572835993833
SLQT,2023-09-15,3,False,False,-55.234656387182135,4.747603011479779
BKSC,2023-09-18,3,False,False,-37.30420258741991,5.126494186813849
TKNO,2023-09-19,7,True,True,-71.36000061035158,58.22814349547937
NMRA,2023-09-19,20,True,False,,18.50622511069269
NUVB,2023-09-19,6,False,False,-47.199997901916504,5.871950192107602
REPX,2023-09-19,3,False,False,-32.68560185032177,5.58546811365116
CART,2023-09-19,8,False,False,,2.2113124023240425
CHPT,2023-09-20,4,False,False,-68.2403450039209,-0.1373736842315303
HHH,2023-09-21,3,False,False,-16.281674386614586,0.5760407907976243
MPAA,2023-09-21,3,False,False,-62.65121073375817,8.730225600592677
TLYS,2023-09-22,3,False,False,-21.761134316435115,3.883754482624816
MCFT,2023-09-26,5,False,False,-39.1354456055513,4.991137094516652
SLNO,2023-09-26,3,False,False,0.0,24.704291200182578
CODA,2023-09-28,3,True,False,-43.15391979049784,-3.980307436366724
STRUX,2023-09-29,3,False,False,,-0.138733073415772
COTY,2023-10-02,4,False,False,-18.015271310143177,-0.887530140616946
MLTX,2023-10-02,6,False,False,-6.007176936511572,-2.157851738219624
RRGB,2023-10-03,3,True,False,-51.887396507575126,-4.7562446287000455
VCNX,2023-10-03,4,True,False,-91.53153129711299,17.886188601193723
CTRN,2023-10-04,3,False,False,-36.06226237178729,3.5975875867070712
BHVN,2023-10-05,4,True,True,-8.557365550697993,7.825166712635826
RAIN,2023-10-11,3,False,False,,-36.44602174732455
SRRK,2023-10-12,8,False,False,-36.635218157118885,-3.161761070277459
TNGX,2023-10-13,5,False,False,-35.97002572300184,19.049822663317823
BRN,2023-10-13,3,False,False,-17.86964382027032,4.986677309027263
SODI,2023-10-16,4,False,False,-7.23982060566517,10.38681332419054
ATXS,2023-10-16,4,False,False,,-14.72404716587845
ACHR,2023-10-16,6,False,False,-27.97783988402157,-4.094196743177616
ACDC,2023-10-17,3,False,False,-62.79160205943231,-2.9196682434231835
QRHC,2023-10-17,8,False,False,-18.171554391245227,2.3582103062125777
DAWN,2023-10-18,4,False,False,-55.95898980428045,0.8787944636260454
BLFS,2023-10-19,4,False,False,-57.07710122219566,-5.20356417188043
ARQT,2023-10-24,5,False,False,-87.73100533333073,-5.6178665685928975
NTRS,2023-10-24,3,True,True,-34.25543928960463,4.363846078875277
EXFY,2023-10-27,4,False,False,-80.41158570381128,0.0018365531811719
CFFN,2023-10-27,3,False,False,-42.42783176325339,6.761400306559503
UEIC,2023-10-27,4,False,True,-70.58134916603913,9.01670189379117
LC,2023-10-31,12,True,True,-54.59317656474339,4.433286216942914
TEX,2023-10-31,3,False,True,-29.75173287006183,-0.3666504481676096
NYC,2023-11-01,6,False,False,-41.83908115975568,-12.653470855459002
RPTX,2023-11-02,10,False,False,,-3.610227621046316
KYMR,2023-11-02,10,False,False,-68.8258066485005,0.5809656232200021
BALY,2023-11-03,4,True,False,,0.5725520901478477
NMRA,2023-11-03,7,True,False,-30.29411540311926,0.360694125832385
MKL,2023-11-03,3,True,False,-13.40587370151798,-0.7786815208867014
RMCF,2023-11-06,7,False,True,-41.481480775056056,0.26143851721452
LXEO,2023-11-07,11,False,False,,-3.47137852492512
INTZ,2023-11-08,3,True,True,-89.36708909046801,-19.977657740015825
ADV,2023-11-09,3,True,True,-36.065573770491795,22.56414332948823
AEVA,2023-11-09,3,False,False,-73.991227952764,-9.240127727511716
AURA,2023-11-09,3,False,False,-50.84033534876065,2.7581460341535657
TXO,2023-11-10,4,False,False,-19.939400667886186,-0.0279580886653492
SNCR,2023-11-10,6,True,True,,25.50956335235451
RXO,2023-11-13,7,True,False,-21.486892572586214,-2.1314641331052444
GEG,2023-11-13,4,False,False,-17.427388437174184,-2.747511785802933
MDGL,2023-11-13,6,False,False,-53.205128205128204,20.228622208617143
JANX,2023-11-13,5,False,True,-68.07744059051035,7.411098937537991
TKO,2023-11-14,5,True,False,-28.441698428537123,-0.4652379155639897
BW,2023-11-14,5,True,True,-80.44776149145558,-0.7983441626229243
PCT,2023-11-14,3,True,True,-67.1452698076703,-11.01212237784751
IVFH,2023-11-14,5,False,False,-6.976745475492585,-2.7101105313511025
PFBX,2023-11-14,5,False,False,-16.302838373770378,3.047818232944442
HG,2023-11-14,6,False,False,,2.1719586026896858
BRCC,2023-11-15,7,False,False,-58.6163516882255,2.669422278849013
SGN,2023-11-16,3,True,False,,23.99954936451051
GRPN,2023-11-16,4,False,False,-40.634918212890625,9.272096258496
ATNI,2023-11-20,3,True,False,-35.74381901231018,-1.6299969072807687
SOWG,2023-11-20,3,True,True,-13.666664406105323,22.859576251714536
AVD,2023-11-21,3,False,False,-59.18356922743831,1.611860766959092
TLYS,2023-11-22,3,False,False,-14.777328150158532,-2.0230755824104705
RANI,2023-11-24,3,True,False,-75.72463701346052,22.215776150787256
CTRN,2023-11-27,3,False,False,-23.92620226473604,2.155145776056175
HTLD,2023-11-27,5,True,False,-24.623917260526117,3.898269474930743
BRN,2023-11-27,3,False,False,-15.31816790068582,-2.309937896541105
KYN,2023-11-28,5,False,False,-3.770494938249158,0.2791255815716688
GBIO,2023-12-01,3,False,False,,12.476453763951662
EYPT,2023-12-04,3,False,False,0.0,11.389982248696665
DRTTF,2023-12-04,5,False,False,-62.91793303892141,-4.68924781347768
OLMA,2023-12-06,4,False,False,-31.621932996642887,6.670512804660264
RYES,2023-12-07,3,True,False,-65.62499941792338,-16.202649076849436
LOVE,2023-12-11,10,False,False,-15.782494207440356,2.431981839222096
WVE,2023-12-11,4,False,False,-40.571430751255576,-1.4354479834706009
BH,2023-12-11,3,True,False,-25.11391585537819,-3.128852998212935
CTSO,2023-12-13,3,True,True,-58.03357390930077,13.972503072094216
WBD,2023-12-14,4,False,False,-21.643663112205523,-6.998638377138878
LQDA,2023-12-14,4,True,False,-26.363633911581097,50.55713031776051
PRKA,2023-12-14,4,False,False,-38.297872340425535,-0.7180474848995625
VRCA,2023-12-15,3,False,False,-28.437129708764218,22.30591258274973
DLTR,2023-12-19,3,False,False,-16.85336557545618,3.76602000085924
WHLR,2023-12-20,6,False,False,-98.45744680851064,8.278710923899636
ATXS,2023-12-21,4,False,False,,12.757046325802706
SNDA,2023-12-21,3,False,False,-35.77392295438386,-1.4763646203733027
KALV,2023-12-27,7,False,False,0.0,-0.9233090693132492
ZIVO,2024-01-03,4,False,False,-87.40842499639751,52.59150204609332
KALV,2024-01-03,7,False,False,-0.9795909025231198,6.368688046982244
STAA,2024-01-03,3,False,False,-63.196367392577855,13.069288489222322
OPK,2024-01-04,3,False,False,-58.06451639484752,4.9399832772697
EYPT,2024-01-09,3,False,False,-11.023621798284399,9.002777138226234
SLDB,2024-01-11,9,False,False,-4.820770531110529,3.852115177311317
CELU,2024-01-12,3,False,False,-81.13043411918308,52.20604830490736
ALTG,2024-01-17,5,False,False,-44.74573244669789,-2.614105035878135
PSBD,2024-01-17,4,True,False,,-0.2001420945436174
CODI,2024-01-18,7,False,False,-5.070274154844512,5.5151665141455
VRDN,2024-01-22,5,False,False,-46.808508479686836,6.1225451352527145
EWTX,2024-01-23,4,False,False,-0.5787791092215944,11.334240631853264
CALC,2024-01-23,8,False,False,-4.092471133389641,32.5665147140618
PAYS,2024-01-23,3,False,False,-30.90452294419388,6.613358569981383
ACET,2024-01-25,9,False,False,-73.23943498255282,21.767136731418983
CRBP,2024-01-26,3,False,False,0.0,42.87464420872971
EXFY,2024-01-26,4,False,False,-84.8908292760529,-5.198387830262723
RLMD,2024-01-29,3,True,True,-17.880797873790577,26.2950096653822
CGON,2024-01-29,6,False,True,,2.1823883301887355
COLB,2024-01-29,3,True,True,-33.158390193027785,-10.00183375475641
DCOM,2024-01-30,7,False,False,-18.739446128757585,-16.678355878978817
AVBP,2024-01-30,8,False,False,,-0.2105350274945321
RMCF,2024-01-31,8,False,False,-32.77310708865341,-4.258316004874715
SKYE,2024-01-31,8,False,False,-68.0,30.972034554647376
ATXS,2024-02-01,4,False,False,,15.685459514148244
SFBC,2024-02-01,6,False,False,-3.5608080891267435,-0.3135139229659404
EPSN,2024-02-01,3,True,False,-19.916251036499233,0.4365642294488219
RXO,2024-02-02,6,False,False,-11.893903985505094,-4.396586572990247
WOLF,2024-02-02,3,False,False,,9.438258038357471
CRMT,2024-02-05,3,False,False,-48.17803452827935,12.591809724786154
ANRO,2024-02-06,6,True,True,,-24.113909323587244
GUTS,2024-02-06,11,False,False,,-27.055534507742813
LCTX,2024-02-06,3,False,False,-27.450978100551872,-2.0500819549524967
SANA,2024-02-08,15,False,False,-18.1938954080203,31.52310542601204
JSPR,2024-02-08,19,False,False,-16.538455542727824,1.8850163199918184
PEPG,2024-02-09,5,False,False,-17.17514567509255,3.564792672657795
MRCY,2024-02-09,5,True,True,-46.49379084159149,-2.2166270402479085
PLCE,2024-02-09,6,False,False,-73.41126369449991,77.96273548278432
EG,2024-02-09,4,True,True,-14.310623151312363,2.2162309342451203
KYTX,2024-02-12,13,False,False,,-5.591232338184176
PMNT,2024-02-12,3,True,True,,-4.265832086307608
TNYA,2024-02-12,7,False,False,-25.916231069049577,-0.7329076166106057
USCB,2024-02-13,3,False,False,-13.453977762297997,-0.6379635305126201
RM,2024-02-14,7,False,False,-34.7339226913231,-4.882821616066098
PRME,2024-02-15,12,False,False,-58.92574889549045,-3.3244812471209557
GTES,2024-02-16,3,True,False,-7.70298173789773,7.383142838537347
MODD,2024-02-16,5,False,False,-26.470589806680334,-3.572309561380309
LRMR,2024-02-16,11,False,False,-3.7650603166701435,0.8782921981678913
CART,2024-02-20,26,False,False,-17.80415389959966,7.514409220538607
FCNCA,2024-02-20,3,True,False,-1.7508225817396195,2.4398399903542227
IOVA,2024-02-20,3,False,False,0.0,8.825062356994884
HTLD,2024-02-22,4,False,False,-26.281732815461258,2.853274210902273
BNL,2024-02-26,4,True,True,-17.03702974703858,-0.1874450145399675
GSHD,2024-02-26,3,False,True,-18.596797277818755,-1.530457863042178
RIG,2024-02-27,3,False,False,-45.113638420242864,6.931245978254679
GEG,2024-02-27,4,False,False,-20.746892174360543,-1.6817162068644085
AMN,2024-02-28,3,True,True,-49.97761866717233,3.261146786237489
MDRX,2024-02-28,10,False,False,-54.900663769938895,14.863303914577257
CTRN,2024-02-29,3,False,False,0.0,-0.6016240662104652
BH,2024-03-04,3,True,False,-14.966881825130995,3.26450406408593
ACHR,2024-03-04,6,False,False,-37.95013643685207,12.730789911119494
LAB,2024-03-04,9,False,False,-15.409837244531555,5.780743996082498
WGS,2024-03-04,5,False,False,-46.23462618715707,5.491710619990577
PX,2024-03-05,6,False,False,,4.4193685000687175
STHO,2024-03-06,5,False,False,-42.76094711644496,-0.8130594908673805
CRBP,2024-03-07,3,False,False,0.0,-0.1860662903407454
ELAN,2024-03-08,3,False,False,-0.06074314756575605,-1.898873261498908
GENK,2024-03-11,4,True,True,-70.07912715969218,44.39926199908708
QRHC,2024-03-13,8,False,False,-10.152286537011335,-0.9659913736827392
HFUS,2024-03-13,3,False,False,-20.00000216744158,-1.387928538350032
SKYE,2024-03-13,8,False,False,-41.38888782925076,-3.2871525135751987
MAIA,2024-03-14,3,False,False,-65.88541739426245,37.14205670013939
BTSG,2024-03-14,3,False,False,-28.372500381386732,11.04458739122452
MCFT,2024-03-14,5,False,False,-35.67901490392732,3.6022442536810493
AMR,2024-03-15,6,False,False,-30.29556179404247,0.1629455629907203
CORZ,2024-03-15,4,True,False,-15.346531965676224,3.651356907871602
STKS,2024-03-15,4,False,False,-55.49327360253036,-5.913858913352248
RMAX,2024-03-18,3,False,False,-63.455305453075404,4.768278643359225
AAOI,2024-03-18,3,True,False,-44.0276013656254,5.830369309818823
TISI,2024-03-19,4,False,False,-44.23076535117683,10.352684181187618
LILA,2024-03-20,3,True,False,-32.89070582609263,4.116929405923639
FEIM,2024-03-20,3,False,False,-6.2330647836617565,-1.6768997088317936
LENZ,2024-03-21,5,False,False,-4.790413128524717,37.48263987001174
ALAB,2024-03-22,3,False,False,,-16.789210199008085
SPRY,2024-03-25,5,False,False,-0.32750800732455065,-7.20577498558906
CRK,2024-03-25,4,False,False,-34.80221583905718,2.928767627777799
NKTX,2024-03-27,6,False,False,-29.43984715957727,-11.131687835661593
SOWG,2024-03-28,5,True,False,0.0,42.48357523453267
FSBC,2024-03-28,5,False,False,-17.2837417793366,-0.983613530952746
CWEN,2024-03-28,11,False,False,-23.741519976944403,2.4482043759451413
ALDX,2024-04-01,3,False,False,-72.49789834730412,23.403422699840835
BOLD,2024-04-02,18,False,False,,-10.763346862203106
ALTI,2024-04-02,3,False,False,-59.11330136045005,-1.4054466770757204
SRZN,2024-04-04,4,True,True,-27.88033166012359,-0.3213734608554739
PGY,2024-04-04,4,True,False,-67.63784492789571,7.486875748390071
RYES,2024-04-09,3,True,False,-81.25,42.05982585110519
TKO,2024-04-09,7,True,False,-12.679172237721525,1.9368093279204568
ACRV,2024-04-11,3,False,False,-34.06671496631073,7.723387530047466
RXO,2024-04-12,6,False,False,-14.587644727888216,-2.504066498692348
BRN,2024-04-15,3,False,False,-4.127905930146736,7.716361479039602
EXFY,2024-04-15,4,False,False,-83.07692331566723,17.99803121532656
ULS,2024-04-16,19,True,True,,-2.019178196983929
EYPT,2024-04-18,3,False,False,-41.09727183012257,-10.124195103053044
INMB,2024-04-19,4,True,True,-40.25696110765084,4.549873090998381
KRRO,2024-04-22,14,False,False,-24.022225273980034,-11.160633149641235
BHVN,2024-04-22,3,True,False,-35.84936932041056,-0.3167228324483145
CTRI,2024-04-22,8,True,True,,0.7532127512934783
GL,2024-04-24,3,False,False,-38.65227767997717,5.839430023704627
ACDC,2024-04-25,6,False,False,-40.91903458109317,-15.950164953378062
HTLD,2024-04-26,5,True,False,-38.7481381164873,7.891366254785587
HXL,2024-04-26,3,True,False,-17.29388731453382,4.167502969506336
LOAR,2024-04-29,3,False,False,,-5.238288077055502
SAMG,2024-04-30,6,False,False,-32.364504617895065,-1.2539465375270007
RM,2024-05-06,8,False,False,-8.289901451461311,-3.6856281399719824
SABR,2024-05-08,3,True,True,-53.191486393611996,11.366810408607057
TMCI,2024-05-10,5,True,False,-83.71747146262514,8.735820511745871
BCRX,2024-05-13,3,True,True,-36.09534794226644,13.073855967239604
WGS,2024-05-13,5,False,False,0.0,0.6285589973878989
PAL,2024-05-13,3,False,True,,-3.2009655195467968
OUST,2024-05-15,3,True,False,-2.7331126236508907,-1.5878268671826217
RIG,2024-05-15,3,False,False,-31.36363828477776,-1.5489475266694297
LAB,2024-05-15,9,False,False,-17.049179969055615,3.384381101870609
APEI,2024-05-17,6,False,False,-2.180850340695095,-2.4258758265853424
BATRA,2024-05-22,4,False,False,-12.632022650953513,2.874078340333744
LUXH,2024-05-23,3,True,True,,-17.10899737908393
SUN,2024-05-24,3,True,False,-20.89645347296306,1.3920889785794568
BOW,2024-05-28,4,True,False,,-4.4672354878564455
CODI,2024-05-28,5,False,False,-7.764924295917353,3.3192870835668526
NSC,2024-05-29,3,False,False,-16.27718864705,-1.1203742806185808
CRM,2024-06-03,8,False,False,-25.2306592603326,1.5961069155690344
UHG,2024-06-07,3,True,False,-54.13711296997865,19.76856391069064
PYYX,2024-06-11,5,False,False,-29.787232207733815,-9.650403315858146
MPAA,2024-06-13,3,False,False,-41.74852995511548,19.250119007350936
PROK,2024-06-13,3,False,False,-77.29357763047511,-9.067265840353988
GDNSF,2024-06-14,6,False,False,-29.941176058099337,14.762590399604804
RGEN,2024-06-14,3,True,False,-39.727471523747724,-0.0860496740856555
SPMC,2024-06-17,3,True,True,,-0.25109087905516
IRON,2024-06-17,6,False,False,-40.44078492815738,2.5746577734687977
ATLN,2024-06-18,4,True,True,-89.41704046709687,289.9506890255444
RMAX,2024-06-18,3,False,False,-58.757406819471015,-2.6621604209178558
PFBX,2024-06-18,6,True,False,-4.783693848512094,0.2631636166087558
CRMT,2024-06-18,3,False,False,-51.90515570629852,0.1505739594852262
EXFY,2024-06-20,4,False,False,-83.22106538678473,3.130640835025959
BATRA,2024-06-24,4,False,False,-15.547107280584193,0.916251939172946
CLIR,2024-06-24,4,False,False,-56.666666666666664,35.29101837930082
TLYS,2024-06-27,3,False,True,-40.97452844605684,-9.543204770999218
SPG,2024-06-28,4,False,False,-1.7188038733406241,-1.5838475071114415
TBN,2024-06-28,9,False,True,,-4.503131468728563
DMAC,2024-06-28,5,False,False,-32.95454582399573,2.923037438576517
ALMS,2024-07-01,13,False,False,,-2.831694514854946
ACHR,2024-07-01,6,False,False,-52.63157651417101,13.813360004935774
ADCT,2024-07-01,3,False,False,-30.434780845099674,-9.861096428765972
APPN,2024-07-05,6,False,False,-40.25749499302667,5.004515515130177
DOUG,2024-07-08,3,True,False,-63.54838612920657,7.519695233464685
BNED,2024-07-08,3,False,False,-96.82589279753822,8.07593959745201
CULP,2024-07-08,5,False,False,-18.664385686785934,4.9397615756431525
ALTG,2024-07-10,3,False,False,-53.50333811074859,24.49264893298617
TKNO,2024-07-12,5,True,True,-67.01031098876115,71.76443215974957
SSKN,2024-07-15,6,True,False,-68.59999895095825,7.328978991288618
NYC,2024-07-16,6,False,False,-11.634616178168377,3.374407308573627
IVFH,2024-07-17,6,False,False,-4.724405014224386,12.552042869169
TWFG,2024-07-17,5,True,True,,1.1140561029168738
ARTV,2024-07-22,20,False,False,,0.6296398197090015
COFS,2024-07-25,8,True,False,-18.664541061363472,2.1158711838650293
LINE,2024-07-26,3,False,True,,2.1770878401428053
NEXT,2024-07-29,7,False,False,-4.914011736285861,1.6710264558260124
ONEW,2024-08-01,6,False,False,-35.88201442244039,0.8258031240875854
RIG,2024-08-02,3,False,False,-40.161104023485194,0.376084599608331
LAB,2024-08-02,9,False,False,-45.9016392801885,-1.1303302095172616
MGM,2024-08-05,3,True,True,-28.69401304885176,3.181097851676543
CRK,2024-08-05,4,False,False,-38.073511744174816,17.775589251628162
HTGC,2024-08-06,5,False,False,-14.905380098218135,-2.932804502301918
ACHR,2024-08-08,6,False,False,-44.73684036726501,-1.294895080125217
GT,2024-08-09,3,True,False,-48.66666793823242,6.080239969593062
MGTX,2024-08-12,3,False,False,-45.42974022327688,-1.108728251178852
ACTU,2024-08-12,23,False,False,,-1.150837432548406
RXO,2024-08-12,6,False,False,-11.818183394503023,4.275982089753529
ACDC,2024-08-13,3,False,False,-46.88552287883127,2.590384247160779
APEI,2024-08-14,6,False,False,-33.80077670039021,0.0122772376753075
LOCO,2024-08-14,6,False,False,-0.477710331306902,1.83121565545425
POCI,2024-08-15,3,True,True,-23.913044529886594,1.3996109410842577
GBDC,2024-08-16,3,True,False,-13.702113927084758,1.0391601285390513
MPAA,2024-08-27,6,False,False,-33.9882162206319,-6.979794226864265
LESL,2024-08-29,3,False,True,-69.43765395194228,2.8125839858202712
TBN,2024-08-30,3,False,False,-18.97248688099803,-2.428147939675086
PRKA,2024-09-04,4,False,False,-35.0,6.817128949318086
HR,2024-09-05,3,False,False,0.0,0.0992587662573338
MTDR,2024-09-06,4,True,True,-27.293068321137394,-2.915146008800301
RLMD,2024-09-09,3,True,True,-58.97058994712297,5.268993493602762
REED,2024-09-10,6,False,False,-62.06896362728032,3.742840257348941
BTSG,2024-09-11,12,False,False,-0.3684542239128952,5.498509430188984
CGNT,2024-09-11,3,False,False,-25.089175921049822,6.08444950749949
ZBIO,2024-09-12,5,False,False,,-5.067142039210804
RIG,2024-09-12,3,False,False,-52.07851999434403,8.331284595145242
PCT,2024-09-13,3,False,False,0.0,2.774068430803381
PI,2024-09-13,3,False,False,0.0,6.965110923082069
BRCC,2024-09-13,4,False,False,-51.32353161858021,1.7872186562596537
VRDN,2024-09-13,3,False,False,-7.388750006005507,2.161398606448923
MBX,2024-09-16,22,False,False,,2.0989419473200406
BCAX,2024-09-16,5,False,False,,-7.171406493118245
LUCY,2024-09-17,3,True,False,-59.05391529392864,20.540547296522345
CULP,2024-09-17,6,True,False,0.0,-0.2513752689506419
HCWC,2024-09-17,3,True,True,,-10.647008992911188
CRMT,2024-09-19,6,False,False,-53.72397639980516,2.2526960593888203
CRBP,2024-09-20,3,False,False,-68.3021925739774,9.84727313239082
GDOT,2024-09-23,3,False,False,-10.265615749085487,-1.1933201743044104
HWH,2024-09-24,3,False,False,-94.34259246896815,73.82055589763588
PFBX,2024-09-24,5,False,False,-4.8672719530788555,1.9932965926443875
AHH,2024-09-26,4,True,False,,-0.8265036747086136
LGCY,2024-09-26,3,False,False,,9.294734563995496
IBTA,2024-09-27,3,False,False,-43.05732396526077,2.521950297893763
BKV,2024-09-27,4,True,True,,-1.176229528530678
MOFG,2024-09-30,8,True,True,,-0.5902816144924934
BATRA,2024-09-30,4,False,False,-8.845155718263165,-0.1908931204162298
SPG,2024-09-30,4,False,False,-0.640757466932329,-1.0649128465662208
BHVN,2024-10-02,3,True,False,-19.682005559051387,8.262175580134231
LFCR,2024-10-03,15,False,False,-44.91228148449722,-17.092525295486546
CBNA,2024-10-03,4,True,True,,-3.144113263978191
FVR,2024-10-03,6,False,False,,-3.614699072721331
SNDA,2024-10-10,8,False,False,-32.20237582989538,18.29956189494449
RRGB,2024-10-15,7,True,True,-54.394297888438224,3.6049025704358
CBLL,2024-10-15,5,False,False,,-0.4778484907584241
CAMP,2024-10-15,29,False,False,,-0.3583168154843182
DRUG,2024-10-15,3,False,False,0.0,63.62692258187264
UPB,2024-10-15,10,False,False,,5.834148293554176
RMCF,2024-10-18,8,True,False,-55.00000000000001,32.19141873227603
SNWV,2024-10-18,5,False,False,,28.059188711483632
JANX,2024-10-18,5,False,False,-22.76937369241503,6.569781050311546
NRDS,2024-10-21,3,False,False,-28.62190687690187,5.508542870671543
IKT,2024-10-21,3,False,False,-30.841121425912434,30.28470504996191
ROLR,2024-10-23,4,True,False,,-5.955711828301149
INGM,2024-10-23,5,True,True,,-2.043499797306195
SEPN,2024-10-28,11,False,False,,20.78705460850213
UMAC,2024-10-30,3,True,False,-52.571429525102886,-2.3349641713062947
SNBR,2024-10-31,5,False,False,-30.066361906304884,15.20952479352374
MPB,2024-11-01,5,True,True,-5.3953445428713165,-0.9453864663405352
MAIA,2024-11-01,4,False,False,-46.07843036424282,-3.938943127379144
CALC,2024-11-01,13,True,False,-52.82258113618117,-5.8377507989507205
BACQ,2024-11-04,3,False,False,,-0.1739544822021128
AIN,2024-11-05,3,True,True,-25.19955389897125,0.4437106488780313
BDSX,2024-11-05,4,False,False,-36.79245690426891,4.271693859415346
UAN,2024-11-06,3,False,False,-19.258538361257017,3.796705452621705
TYRA,2024-11-08,6,False,True,-43.69101619479623,-3.0027843695938814
GDOT,2024-11-08,3,False,False,-17.92168796910383,5.900682868541431
LCGMF,2024-11-08,3,False,False,-14.28571656650426,2.1728115799167305
OSCR,2024-11-11,5,False,False,-40.72165041364803,19.31249628596564
DCOM,2024-11-12,3,False,False,-3.202555677229113,4.2342999629629166
QTI,2024-11-12,4,True,False,-96.17293843463644,20.101085803098297
BH,2024-11-12,3,True,False,-14.050049534497344,3.6193977042105097
GRBK,2024-11-13,4,False,False,-16.604985782658698,-1.3352682194749317
PFBX,2024-11-14,6,True,False,-2.173926892385991,-1.352093392715486
MPAA,2024-11-14,3,False,False,-31.2377230829648,-2.34924683789453
WHLRD,2024-11-14,5,False,False,-10.593661540292276,-2.494084786630819
WSC,2024-11-15,4,True,True,-33.32039467914157,1.9029291698467992
RMAX,2024-11-18,3,False,False,-17.902623782993732,21.82516586353313
HTLD,2024-11-18,5,True,False,-14.899586036750945,0.8959263473103061
ZETA,2024-11-18,7,True,True,-46.7065894687157,-4.6307861060994
BNTC,2024-11-19,4,False,False,-13.937277801351955,-9.317366850294846
ONEW,2024-11-19,6,False,False,-44.873994818478515,13.97161619024142
WOLF,2024-11-20,4,False,False,,9.438258038357471
PX,2024-11-20,6,False,False,,3.3219982984106715
MODD,2024-11-21,5,True,False,-18.143457085835202,0.0082887254469592
IMNM,2024-11-21,3,True,False,-65.54498894030807,36.8015194887403
PETS,2024-12-06,4,False,False,-24.142479447563392,-16.437418869095268
CULP,2024-12-09,5,True,False,-23.358781148931453,2.4268908184967746
DBI,2024-12-10,3,False,False,-46.42260519717018,4.354614646696525
CTGO,2024-12-10,3,True,False,-51.85480717290911,-9.44598800284677
MNR,2024-12-10,3,False,False,-22.746849006764712,5.378813207734026
TKO,2024-12-11,7,True,False,-1.9631070058877542,2.087385874466895
RM,2024-12-11,5,False,False,-0.058858312076637276,-0.6026615123457555
ADCT,2024-12-11,3,False,False,-58.034025621569405,-0.5485853724353826
ACHR,2024-12-11,7,True,False,-22.77951826391009,27.81242927210939
FISI,2024-12-13,11,True,True,0.0,-3.97445029722626
OMCC,2024-12-13,3,True,False,-16.96551750446188,2.581285371270869
PLAY,2024-12-13,3,True,False,-59.759848918104055,-1.8120134509585009
MDRR,2024-12-13,3,True,True,-4.0827499159284075,10.28670463542046
BCYC,2024-12-13,6,False,False,-49.80007159317273,-0.6604394162554614
CNC,2024-12-16,3,True,True,-26.414630675079465,5.478145876162584
STAA,2024-12-16,3,False,False,-54.20095635373057,-3.734714765708757
MRKR,2024-12-23,10,False,False,-42.61744875160672,-5.457008239964555
QNRX,2024-12-23,3,True,True,-89.85816979407814,36.75796386795244
